Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 10,Coverage (%) 11,Coverage (%) 12,Coverage (%) 1,Coverage (%) 2,Coverage (%) 3,Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Area 10_hf,Area 11_im,Area 12_if,Area 1_hm,Area 2_hf,Area 3_im,Area 4_if,Area 5_hm,Area 6_hf,Area 7_im,Area 8_if,Area 9_hm,#Peptides,#Unique,#Spec 10,#Spec 11,#Spec 12,#Spec 1,#Spec 2,#Spec 3,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,PTM,Avg. Mass,Description
353,76,I0CF14|I0CF14_ERISI,195.6,43,25,25,27,16,15,28,11,16,11,24,33,21,2.52E+04,2.92E+04,2.85E+04,5.63E+03,5.74E+03,1.67E+04,6.21E+03,7.03E+03,2.89E+04,1.95E+04,1.44E+04,1.09E+04,24,7,37,35,23,24,19,33,16,21,23,28,34,19,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),94308,Elongation factor 2 OS=Eriocheir sinensis OX=95602 GN=EF2 PE=2 SV=1
316,327,I6LKW8|I6LKW8_ERISI,195.3,71,22,42,53,20,28,53,21,47,31,53,55,16,,1.27E+04,2.51E+04,2.56E+03,4.95E+03,1.85E+04,3.52E+04,3.37E+03,8.12E+03,2.01E+04,2.10E+04,,25,10,21,32,42,21,20,37,37,22,28,38,31,17,Carbamidomethylation; Deamidation (NQ),31351,Superoxide dismutase OS=Eriocheir sinensis OX=95602 GN=MnSOD PE=2 SV=1
338,216,A0A5B7H442|A0A5B7H442_PORTR,194.64,32,18,20,22,6,18,30,11,28,15,21,30,16,9.29E+03,1.44E+04,1.50E+04,3.70E+04,2.26E+04,7.84E+03,3.04E+04,9.42E+03,1.97E+04,3.35E+03,8.50E+03,1.36E+04,20,3,35,29,48,13,17,38,19,24,21,22,40,22,Carbamidomethylation; Deamidation (NQ),57382,Alpha-1 4 glucan phosphorylase OS=Portunus trituberculatus OX=210409 GN=GlyP_0 PE=3 SV=1
470,119,A0A0P4VV99|A0A0P4VV99_SCYOL,193.91,34,17,21,22,13,14,17,13,4,16,11,17,14,3.04E+03,3.48E+03,7.09E+03,9.85E+03,6.01E+03,3.25E+03,8.16E+03,,6.18E+03,1.84E+03,3.12E+03,2.87E+03,26,5,19,23,22,14,21,15,24,4,21,12,16,16,Carbamidomethylation; Deamidation (NQ),98097,Dynamin GTPase OS=Scylla olivacea OX=85551 PE=3 SV=1
470,120,A0A0P4W278|A0A0P4W278_SCYOL,193.91,33,17,21,22,13,14,17,13,4,16,11,17,14,3.04E+03,3.48E+03,7.09E+03,9.85E+03,6.01E+03,3.25E+03,8.16E+03,,6.18E+03,1.84E+03,3.12E+03,2.87E+03,26,5,19,23,22,14,21,15,24,4,21,12,16,16,Carbamidomethylation; Deamidation (NQ),98466,Dynamin GTPase OS=Scylla olivacea OX=85551 PE=3 SV=1
326,368,A1YLF0|A1YLF0_PORPE,193.15,35,22,8,6,8,14,11,9,26,12,11,19,10,,,,,,,0,1.22E+03,,,1.66E+04,,18,2,39,14,8,5,14,35,4,76,10,30,86,16,Carbamidomethylation; Deamidation (NQ),50097,Cryptocyanin 1 (Fragment) OS=Portunus pelagicus OX=80836 PE=2 SV=1
268,27310,A0A2D3E2Y1|A0A2D3E2Y1_PROCL,193.05,43,18,28,16,21,27,31,23,18,23,21,30,22,,,,,,3.09E+03,,,,,6.46E+02,,19,2,24,34,30,46,20,39,78,16,24,13,73,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),57650,Pyruvate kinase (Fragment) OS=Procambarus clarkii OX=6728 PE=2 SV=1
187,375,Q5G2A4|Q5G2A4_METMG,190.91,33,22,17,18,14,21,26,9,20,12,18,20,26,1.49E+04,9.43E+02,,0,2.55E+04,,,,,,,2.42E+04,17,4,68,67,58,37,71,42,27,66,24,41,50,86,Deamidation (NQ),77024,Hemocyanin subunit 5 OS=Metacarcinus magister OX=29965 GN=Hc5 PE=2 SV=1
328,90,A0A0H4ADE0|A0A0H4ADE0_ERISI,190.64,51,28,31,27,20,18,44,26,16,21,30,30,17,3.31E+04,6.07E+04,5.48E+04,7.01E+03,9.88E+03,6.55E+04,2.53E+04,1.54E+04,6.54E+04,3.02E+04,4.25E+04,2.20E+04,22,20,26,39,31,9,16,40,31,10,20,55,39,19,,61375,Heat shock protein 60 OS=Eriocheir sinensis OX=95602 GN=HSP60 PE=2 SV=1
634,27211,A0A411DYM9|A0A411DYM9_CHEQU,190.21,36,9,14,13,12,9,19,11,11,10,8,15,2,2.71E+03,,5.14E+03,6.76E+02,2.53E+03,5.26E+03,,,5.17E+03,,,,25,2,6,17,9,9,6,18,10,10,10,7,17,2,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term),88312,Vesicle-fusing ATPase OS=Cherax quadricarinatus OX=27406 GN=VCP PE=2 SV=1
436,101,A0A173GPF8|A0A173GPF8_PORTR,190.02,47,33,21,35,9,10,40,13,26,17,33,34,18,6.20E+02,,1.68E+03,,,4.78E+03,,2.88E+02,6.96E+02,,1.13E+03,,22,2,25,21,30,12,11,28,12,20,14,28,21,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50732,Elongation factor 1-alpha OS=Portunus trituberculatus OX=210409 PE=2 SV=1
436,102,A0A0P4WHC4|A0A0P4WHC4_SCYOL,190.02,47,33,21,35,9,10,40,13,26,17,33,34,18,6.20E+02,,1.68E+03,,,4.78E+03,,2.88E+02,6.96E+02,,1.13E+03,,22,2,25,21,30,12,11,28,12,20,14,28,21,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50773,Elongation factor 1-alpha OS=Scylla olivacea OX=85551 PE=3 SV=1
436,124,I6UGH0|I6UGH0_SCYPA,190.02,47,33,21,35,9,10,40,13,26,17,33,34,18,6.20E+02,,1.68E+03,,,4.78E+03,,2.88E+02,6.96E+02,,1.13E+03,,22,2,25,21,30,12,11,28,12,20,14,28,21,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50762,Elongation factor 1-alpha OS=Scylla paramamosain OX=85552 PE=2 SV=1
658,191,A0A0P4WJ01|A0A0P4WJ01_SCYOL,189.56,41,8,17,12,14,4,18,9,9,4,13,15,2,1.56E+03,1.51E+03,1.89E+03,,,2.81E+03,,,1.61E+03,3.38E+03,2.70E+03,,26,8,9,16,7,16,4,15,8,8,2,11,12,2,Carbamidomethylation,104949,Vinculin OS=Scylla olivacea OX=85551 PE=3 SV=1
658,192,A0A0P4W6D5|A0A0P4W6D5_SCYOL,189.56,40,8,16,11,13,4,17,8,9,4,12,14,2,1.56E+03,1.51E+03,1.89E+03,,,2.81E+03,,,1.61E+03,3.38E+03,2.70E+03,,26,8,9,16,7,16,4,15,8,8,2,11,12,2,Carbamidomethylation,110232,Vinculin OS=Scylla olivacea OX=85551 PE=3 SV=1
658,193,A0A0N7ZCC0|A0A0N7ZCC0_SCYOL,189.56,38,7,15,11,13,4,17,8,8,4,12,14,2,1.56E+03,1.51E+03,1.89E+03,,,2.81E+03,,,1.61E+03,3.38E+03,2.70E+03,,26,8,9,16,7,16,4,15,8,8,2,11,12,2,Carbamidomethylation,114115,Vinculin OS=Scylla olivacea OX=85551 PE=3 SV=1
315,248,D9IG67|D9IG67_ERISI,188.88,66,46,35,37,20,33,60,28,44,28,42,43,32,3.15E+04,6.46E+03,1.26E+04,9.31E+03,2.41E+04,2.08E+04,3.15E+04,4.61E+03,1.51E+04,3.59E+03,6.53E+03,9.50E+03,18,5,43,19,42,13,24,41,22,31,20,33,37,24,Carbamidomethylation; Deamidation (NQ),30002,Voltage-dependent anion-selective channel protein 3 OS=Eriocheir sinensis OX=95602 PE=2 SV=2
422,27291,A0A3R7MHZ7|A0A3R7MHZ7_PENVA,188.66,43,20,16,16,20,17,33,15,14,15,14,23,14,,1.65E+03,,1.67E+03,7.25E+02,3.77E+03,7.02E+03,,,,2.53E+03,,21,5,27,24,14,31,18,29,25,14,15,14,19,16,Carbamidomethylation; Deamidation (NQ),65043,H(+)-transporting two-sector ATPase OS=Penaeus vannamei OX=6689 GN=C7M84_024581 PE=3 SV=1
467,492,A0A0N7ZBI5|A0A0N7ZBI5_SCYOL,187.5,40,32,16,28,6,18,39,20,23,9,18,38,9,7.21E+03,,2.06E+03,,,3.94E+04,,5.71E+02,,3.58E+02,2.62E+04,,15,4,20,14,22,4,14,36,14,15,10,9,45,8,Carbamidomethylation; Deamidation (NQ),40836,Glutamine synthetase OS=Scylla olivacea OX=85551 PE=3 SV=1
587,161,A0A0P4WK92|A0A0P4WK92_SCYOL,187.14,23,14,8,8,5,3,12,6,6,4,5,11,4,1.30E+04,5.78E+03,1.15E+04,3.67E+03,2.01E+03,1.59E+04,3.85E+03,2.55E+03,3.16E+03,3.06E+03,1.24E+04,1.65E+03,23,11,20,11,14,8,7,16,9,15,10,8,14,5,Carbamidomethylation; Deamidation (NQ),129971,Pyruvate carboxylase OS=Scylla olivacea OX=85551 PE=4 SV=1
301,27590,A0A385L4G2|A0A385L4G2_PROCL,185.95,61,43,43,49,43,42,49,52,36,45,41,56,47,3.92E+04,3.26E+04,6.07E+04,3.06E+04,2.39E+04,7.56E+04,2.94E+04,1.92E+04,2.01E+04,2.43E+04,4.82E+04,2.13E+04,17,5,23,23,40,32,40,31,22,27,24,41,31,33,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),29532,14-3-3 epsilon-like protein variant 2 (Fragment) OS=Procambarus clarkii OX=6728 PE=2 SV=1
407,251,A0A0P4X143|A0A0P4X143_SCYOL,185.62,59,44,51,48,30,30,55,25,44,34,39,53,39,2.64E+04,2.95E+04,5.67E+04,1.22E+04,1.79E+04,5.32E+04,2.41E+04,1.29E+04,1.73E+04,2.08E+04,4.48E+04,1.60E+04,17,17,25,33,35,16,16,30,8,17,10,22,33,12,Carbamidomethylation,32817,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
586,136,G3M5H4|G3M5H4_ERISI,185.08,44,23,16,20,18,20,26,11,19,9,13,29,15,6.74E+03,2.87E+03,3.81E+03,4.62E+03,2.33E+03,6.60E+03,,1.86E+03,3.02E+03,5.92E+02,4.65E+03,1.99E+03,19,4,14,8,14,9,10,22,11,11,5,7,16,10,Carbamidomethylation; Deamidation (NQ),62501,Glutamate dehydrogenase (NAD(P)(+)) OS=Eriocheir sinensis OX=95602 PE=2 SV=1
258,27595,A0A6A0GU35|A0A6A0GU35_HYAAZ,184.6,43,31,24,32,18,18,33,26,29,21,21,35,18,2.63E+03,1.54E+04,1.79E+04,2.34E+03,9.21E+02,4.23E+03,1.14E+03,2.07E+03,1.05E+03,,2.02E+04,5.86E+03,20,2,31,44,47,24,20,52,23,30,19,21,89,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),40503,Tubulin alpha chain OS=Hyalella azteca OX=294128 GN=HAZT_HAZT007651 PE=3 SV=1
429,300,A0A0P4VS89|A0A0P4VS89_SCYOL,184.52,34,23,21,23,11,11,23,5,10,10,18,30,11,3.57E+04,8.65E+04,5.61E+04,3.86E+03,6.70E+03,9.09E+04,1.57E+04,1.45E+04,1.45E+04,8.33E+04,7.67E+04,1.57E+04,19,19,26,22,32,8,6,37,4,18,12,29,37,11,Acetylation (Protein N-term),61905,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
429,328,A0A0P4VYV5|A0A0P4VYV5_SCYOL,184.52,34,24,21,23,11,11,23,5,10,10,18,31,11,3.57E+04,8.65E+04,5.61E+04,3.86E+03,6.70E+03,9.09E+04,1.57E+04,1.45E+04,1.45E+04,8.33E+04,7.67E+04,1.57E+04,19,19,26,22,32,8,6,37,4,18,12,29,37,11,Acetylation (Protein N-term),61304,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
293,427,A0A5B7EL58|A0A5B7EL58_PORTR,182.47,51,34,35,41,25,36,51,27,34,32,38,40,36,4.30E+02,1.06E+03,1.86E+03,2.51E+04,8.14E+03,2.39E+03,2.51E+03,,4.84E+03,,,6.07E+03,16,2,36,21,46,32,37,43,29,24,21,32,34,30,Carbamidomethylation; Deamidation (NQ),32470,Voltage-dependent anion-selective channel protein 3 OS=Portunus trituberculatus OX=210409 GN=VDAC2 PE=3 SV=1
57,27849,A0A423SVJ1|A0A423SVJ1_PENVA,181.99,53,46,46,46,39,50,46,44,40,46,47,48,48,4.21E+04,5.50E+04,1.42E+05,3.35E+04,3.38E+04,7.36E+04,5.48E+04,2.12E+04,2.44E+04,3.60E+04,5.25E+04,5.25E+04,15,4,107,229,146,42,47,180,52,99,69,122,184,52,Deamidation (NQ),28922,Putative tubulin alpha-1B chain isoform X5 OS=Penaeus vannamei OX=6689 GN=C7M84_013625 PE=3 SV=1
513,27335,A0A3R7PAD7|A0A3R7PAD7_PENVA,181.93,21,15,9,16,2,8,11,3,7,7,6,18,3,,1.11E+03,1.37E+03,,,,,,,,5.61E+02,,17,2,14,25,39,2,9,14,5,14,10,12,26,5,Carbamidomethylation,109110,ATP citrate synthase (Fragment) OS=Penaeus vannamei OX=6689 GN=C7M84_016871 PE=3 SV=1
566,27285,A0A286RXN7|A0A286RXN7_PROCL,181.87,26,15,12,13,8,8,18,11,13,6,5,11,10,3.92E+03,3.82E+03,4.37E+03,1.26E+04,6.03E+03,3.86E+03,1.56E+04,1.95E+03,6.81E+03,1.64E+03,1.96E+03,5.56E+03,20,4,18,14,15,14,6,15,13,17,5,5,15,9,Acetylation (Protein N-term),108833,Kinesin-like protein (Fragment) OS=Procambarus clarkii OX=6728 GN=KIF5B PE=2 SV=1
679,27349,A0A2D3E2W8|A0A2D3E2W8_PROCL,181.86,30,6,16,7,14,4,15,10,11,3,7,9,2,1.16E+03,2.85E+03,2.31E+03,1.55E+03,,5.48E+03,1.20E+03,2.41E+03,3.59E+02,1.99E+03,4.74E+03,,21,3,6,15,5,18,4,16,9,10,2,6,10,2,Carbamidomethylation,113905,Vinculin (Fragment) OS=Procambarus clarkii OX=6728 GN=Vinc PE=2 SV=1
310,27381,A0A0U2VB39|A0A0U2VB39_ACAPC,181.42,39,19,12,19,11,8,32,12,22,12,15,30,8,,,,9.32E+02,,4.04E+02,3.48E+04,,,,,,20,3,28,29,38,8,18,48,10,29,15,21,97,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49982,Tubulin alpha chain OS=Acartia pacifica OX=335913 PE=2 SV=1
310,27454,A0A0U2T3P6|A0A0U2T3P6_ACAPC,181.42,39,19,12,19,11,8,32,12,22,12,15,30,8,,,,9.32E+02,,4.04E+02,3.48E+04,,,,,,20,3,28,29,38,8,18,48,10,29,15,21,97,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49983,Tubulin alpha chain OS=Acartia pacifica OX=335913 PE=2 SV=1
503,163,A0A0P4W311|A0A0P4W311_SCYOL,181.09,36,20,12,10,7,10,33,5,21,7,11,32,10,2.55E+04,2.53E+04,2.67E+04,8.23E+03,7.74E+03,4.01E+04,6.71E+03,2.91E+04,1.18E+04,1.81E+04,8.56E+04,9.03E+03,16,13,14,15,12,5,11,28,5,19,8,12,38,13,Carbamidomethylation,67776,Malic enzyme OS=Scylla olivacea OX=85551 PE=3 SV=1
503,162,A0A0P4W9N3|A0A0P4W9N3_SCYOL,181.09,38,21,12,11,7,11,34,5,21,7,11,33,11,2.55E+04,2.53E+04,2.67E+04,8.23E+03,7.74E+03,4.01E+04,6.71E+03,2.91E+04,1.18E+04,1.81E+04,8.56E+04,9.03E+03,16,13,14,15,12,5,11,28,5,19,8,12,38,13,Carbamidomethylation,65735,Malic enzyme OS=Scylla olivacea OX=85551 PE=3 SV=1
175,27508,O96656|O96656_PENMO,180.89,40,30,28,29,24,28,28,25,28,28,24,30,32,3.80E+04,3.84E+04,8.98E+04,3.90E+04,4.75E+04,2.58E+04,2.41E+04,1.49E+04,7.25E+04,1.94E+04,3.93E+04,4.87E+04,16,2,56,41,91,40,83,84,38,49,45,38,71,44,Carbamidomethylation; Oxidation (M); Deamidation (NQ),47265,2-phospho-D-glycerate hydro-lyase OS=Penaeus monodon OX=6687 PE=2 SV=1
273,28322,D9I8L2|D9I8L2_PENME,179.98,47,37,32,37,37,37,42,37,37,37,37,41,32,1.82E+04,2.38E+04,3.19E+04,3.04E+03,6.01E+03,1.20E+04,2.72E+03,1.87E+03,7.75E+03,9.61E+03,1.14E+04,1.23E+04,13,2,32,38,41,32,30,57,30,24,28,34,36,32,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),27963,14-3-3 zeta OS=Penaeus merguiensis OX=71412 PE=2 SV=1
357,28862,A7TZ35|A7TZ35_LEPSM,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Lepeophtheirus salmonis OX=72036 GN=CALM PE=2 SV=1
357,28863,C1BZZ7|C1BZZ7_CALCM,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Caligus clemensi OX=344056 GN=CALM PE=2 SV=1
357,1375,A0A0P4WF35|A0A0P4WF35_SCYOL,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Scylla olivacea OX=85551 PE=3 SV=1
357,28864,A0A553PM26|A0A553PM26_TIGCA,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Tigriopus californicus OX=6832 GN=TCAL_12843 PE=3 SV=1
357,1378,A0A075F404|A0A075F404_ERISI,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Eriocheir sinensis OX=95602 PE=2 SV=1
357,28865,H8ZM86|H8ZM86_AMPAM,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Amphibalanus amphitrite OX=1232801 GN=CALM_1 PE=2 SV=1
357,28866,R9TI07|R9TI07_ACAPC,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Acartia pacifica OX=335913 PE=2 SV=1
357,28867,A0A346QR72|A0A346QR72_PROCL,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin (Fragment) OS=Procambarus clarkii OX=6728 GN=Calm PE=2 SV=1
357,28868,C1BN37|C1BN37_CALRO,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Caligus rogercresseyi OX=217165 GN=CALM PE=2 SV=1
357,1376,K9S0T9|K9S0T9_PORTR,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Portunus trituberculatus OX=210409 GN=CaM PE=2 SV=1
357,1377,A0A191SEJ6|A0A191SEJ6_SCYPA,179.3,99,63,70,85,79,70,90,85,47,53,84,60,57,5.62E+03,8.42E+03,1.44E+04,5.20E+04,7.50E+03,1.68E+04,3.64E+04,1.00E+03,6.70E+03,3.76E+04,7.45E+03,4.02E+03,12,8,14,22,28,31,30,46,37,13,28,20,22,19,Acetylation (Protein N-term); Deamidation (NQ),16811,Calmodulin OS=Scylla paramamosain OX=85552 PE=2 SV=1
642,204,A0A0P4VXG2|A0A0P4VXG2_SCYOL,179.26,24,10,9,16,3,3,18,8,13,3,5,13,6,,3.46E+02,1.72E+03,,,2.63E+03,,1.20E+03,,1.08E+03,1.74E+03,,20,2,13,10,17,5,3,19,10,16,2,5,13,5,,108721,Kinesin-like protein OS=Scylla olivacea OX=85551 PE=3 SV=1
707,145,A0A5B7CZU2|A0A5B7CZU2_PORTR,179,28,5,1,6,1,1,17,3,2,5,1,18,2,,8.09E+02,1.27E+03,1.77E+03,1.70E+03,2.65E+03,2.53E+03,,1.76E+03,,2.76E+03,1.37E+03,20,2,7,4,10,1,5,25,8,4,3,2,19,7,Carbamidomethylation; Deamidation (NQ),122484,Ankyrin-2 OS=Portunus trituberculatus OX=210409 GN=Ank2 PE=4 SV=1
446,299,A0A0P4W7K6|A0A0P4W7K6_SCYOL,178.9,21,13,9,11,4,9,12,6,13,3,14,13,4,3.03E+03,1.29E+03,1.92E+03,,2.06E+03,,,7.63E+02,,1.13E+03,,2.16E+03,15,2,25,5,18,3,11,39,9,34,13,18,49,2,Carbamidomethylation; Deamidation (NQ),82058,Vesicle-fusing ATPase OS=Scylla olivacea OX=85551 PE=3 SV=1
406,780,A0A0P4W855|A0A0P4W855_SCYOL,178.8,28,21,21,21,20,20,28,20,19,20,27,28,23,1.05E+04,6.16E+03,1.18E+04,2.58E+04,1.89E+04,9.37E+03,9.33E+03,6.26E+03,1.98E+04,2.20E+02,1.73E+04,2.72E+04,13,4,19,18,22,24,28,26,26,10,19,20,26,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39572,Fructose-bisphosphate aldolase OS=Scylla olivacea OX=85551 PE=3 SV=1
299,638,C3U0D6|C3U0D6_ERISI,178.71,73,53,73,39,48,38,39,38,39,39,73,38,63,1.33E+05,1.88E+05,2.16E+05,2.98E+05,2.15E+05,1.30E+05,1.92E+05,9.86E+04,2.21E+05,3.35E+05,9.98E+04,1.66E+05,16,16,24,34,39,39,25,28,32,24,37,39,25,28,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),14329,Thymosin-repeated protein 1 OS=Eriocheir sinensis OX=95602 PE=2 SV=1
333,199,A0A0P4WF84|A0A0P4WF84_SCYOL,178.7,41,37,27,28,25,25,25,17,22,23,23,31,23,2.73E+04,1.11E+04,1.96E+04,2.34E+04,2.58E+04,1.83E+04,7.39E+03,1.51E+04,2.96E+04,1.03E+04,2.31E+04,2.49E+04,18,9,35,25,28,37,31,26,21,24,28,17,27,31,Carbamidomethylation; Deamidation (NQ),57184,UTP--glucose-1-phosphate uridylyltransferase OS=Scylla olivacea OX=85551 PE=3 SV=1
333,209,A0A0P4WK05|A0A0P4WK05_SCYOL,178.7,40,36,26,28,25,25,25,17,22,22,22,31,22,2.73E+04,1.11E+04,1.96E+04,2.34E+04,2.58E+04,1.83E+04,7.39E+03,1.51E+04,2.96E+04,1.03E+04,2.31E+04,2.49E+04,18,9,35,25,28,37,31,26,21,24,28,17,27,31,Carbamidomethylation; Deamidation (NQ),58058,UTP--glucose-1-phosphate uridylyltransferase OS=Scylla olivacea OX=85551 PE=3 SV=1
462,27453,A0A411DWC3|A0A411DWC3_9MAXI,178.62,56,37,46,20,36,31,23,36,31,21,10,28,31,,1.35E+03,,,,,,,,,,,19,2,42,17,6,29,37,6,17,15,7,2,16,23,Deamidation (NQ),32762,Tropomyosin-like protein (Fragment) OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
578,27398,A0A2U9K611|A0A2U9K611_9MAXI,178.5,48,13,44,33,3,6,10,18,11,9,11,9,6,,2.03E+04,9.48E+03,,,,6.72E+03,,,,,,17,11,9,37,23,5,5,6,12,10,10,10,8,7,Carbamidomethylation; Oxidation (M),49733,Elongation factor 1-alpha OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
282,807,D0ENM5|D0ENM5_ERISI,178.47,54,47,41,45,37,41,45,24,36,41,36,39,42,1.29E+05,9.26E+04,1.45E+05,2.16E+05,1.32E+05,2.60E+05,1.64E+05,5.74E+04,6.61E+04,9.93E+04,1.74E+05,7.70E+04,14,14,28,21,43,32,39,49,36,19,29,32,41,27,Carbamidomethylation; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),31408,Farnesoic acid O-methyltransferase OS=Eriocheir sinensis OX=95602 GN=FAMeT PE=2 SV=1
565,202,E1U2Z7|E1U2Z7_CALSI,178.06,26,16,14,13,5,9,17,8,14,9,7,14,9,,9.90E+02,1.17E+03,,,5.91E+02,,,1.64E+03,,9.60E+03,,18,2,22,16,16,5,6,13,8,11,13,9,15,13,Carbamidomethylation; Oxidation (M),95695,Trehalose 6-phosphate synthase 1 isoform 1 OS=Callinectes sapidus OX=6763 GN=TPS1 PE=2 SV=1
280,27523,A0A3R7PGN4|A0A3R7PGN4_PENVA,177.95,35,23,22,22,12,16,19,17,13,19,16,26,15,6.90E+02,1.22E+04,1.44E+03,,,,6.72E+02,,,,1.42E+03,,17,3,54,37,42,29,16,34,27,50,19,24,50,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),50681,Tubulin beta chain OS=Penaeus vannamei OX=6689 GN=C7M84_016087 PE=3 SV=1
396,27756,A0A3R7LY50|A0A3R7LY50_PENVA,177.47,48,27,33,21,23,19,23,20,21,18,19,22,16,2.06E+03,0,,1.40E+03,,,2.71E+03,,,,,,14,4,31,24,28,15,24,25,12,24,21,21,24,19,Oxidation (M); Deamidation (NQ),34368,Phosphoglycerate mutase OS=Penaeus vannamei OX=6689 GN=C7M84_013057 PE=3 SV=1
569,224,A0A0P4WIP8|A0A0P4WIP8_SCYOL,177.04,25,17,13,11,4,7,17,6,16,7,7,16,9,2.34E+03,2.01E+03,4.57E+02,5.02E+02,,1.10E+03,,6.71E+02,,,1.32E+04,,18,3,23,16,12,5,5,15,5,13,9,9,20,13,Carbamidomethylation,95750,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
